track_id,artist,title,base_strength,emo,popularity,hachijo_fit,oddity,stickiness,volatility,enabled,release_year,freshness_bonus
1092,The Cure,Friday I’m In Love,78,76,64,55,44,79,65,1,,0.0
1093,The Smashing Pumpkins,1979,77,77,74,56,42,69,68,1,,0.0
1094,The Smashing Pumpkins,"Tonight, Tonight",77,79,50,60,43,69,44,1,,0.0
1095,サニーデイ・サービス,春の風,76,68,68,62,51,79,70,1,,0.0
1096,スピッツ,夜を駆ける,78,81,65,66,38,73,74,1,,0.0
1097,大澤誉志幸,そして僕は途方に暮れる,75,73,68,59,40,77,49,1,,0.0
1098,a-ha,Take on Me,77,85,55,71,38,80,68,1,,0.0
1099,bôa,Duvet,79,84,66,57,60,78,54,1,,0.0
1100,Bon Jovi,Livin’ On A Prayer,75,74,57,66,59,73,76,1,,0.0
1101,Coldplay,Viva La Vida,74,65,54,65,55,67,51,1,,0.0
1102,Eric Clapton,Change the World,73,69,61,64,60,75,69,1,,0.0
1103,Hi-STANDARD,STAY GOLD,79,82,44,73,44,73,42,1,,0.0
1104,Jimi Hendrix,Little Wing,74,77,67,64,38,67,62,1,,0.0
1105,LCD Soundsystem,All My Friends,74,77,64,62,37,73,71,1,,0.0
1106,New Order,Ceremony,79,72,75,61,36,80,55,1,,0.0
1107,Pixies,Debaser,74,77,52,57,53,78,58,1,,0.0
1108,Portishead,Glory Box,76,79,71,67,52,65,63,1,,0.0
1109,Radiohead,Everything In Its Right Place,75,69,66,75,59,78,47,1,,0.0
1110,Red Hot Chili Peppers,Can’t Stop,74,65,57,62,65,75,52,1,,0.0
1111,Squarepusher,Iambic 9 Poetry,74,79,55,59,42,73,52,1,,0.0
1112,Stevie Wonder,Isn’t She Lovely,78,67,76,55,55,73,72,1,,0.0
1113,The Beatles,Blackbird,77,78,68,71,54,78,52,1,,0.0
1114,The Blue Nile,The Downtown Lights,74,81,55,60,57,69,71,1,,0.0
1115,The Ronettes,Be My Baby,75,80,61,60,54,77,65,1,,0.0
1116,The Smashing Pumpkins,Today,78,80,37,69,44,70,75,1,,0.0
1117,The Who,Baba O’Riley,74,79,49,71,62,70,54,1,,0.0
1118,Todd Rundgren,I Saw the Light,78,77,54,72,34,67,46,1,,0.0
1119,Trashcan Sinatras,Obscurity Knocks,76,67,70,71,48,72,75,1,,0.0
1120,YELLOW MAGIC ORCHESTRA,東風,74,74,62,59,65,66,60,1,,0.0
1121,くるり,ロックンロール,75,67,40,58,37,67,43,1,,0.0
1122,久保田早紀,異邦人,73,67,45,57,69,68,62,1,,0.0
1123,坂本真綾,プラチナ,75,68,65,64,44,78,75,1,,0.0
1124,村下孝蔵,初恋,77,75,54,62,45,70,45,1,,0.0
1125,藤井風,花,76,83,71,59,66,68,55,1,2023,1.0
1126,櫻坂46,二人セゾン,78,69,73,67,42,75,70,1,,0.0
1127,Al Kooper,Jolie,71,73,41,55,36,71,48,1,,0.0
1128,Big Thief,Simulation Swarm,76,76,38,66,63,68,73,1,2022,1.0
1129,Bill Evans,Waltz For Debby,74,77,67,53,69,72,53,1,,0.0
1130,Billy Joel,Honesty,72,75,54,57,46,68,76,1,,0.0
1131,Carole King,So Far Away,76,81,60,65,52,77,54,1,,0.0
1132,Daft Punk,One More Time,76,66,48,73,33,78,50,1,,0.0
1133,Derek & The Dominos,Layla,79,81,56,75,49,73,65,1,,0.0
1134,Diana Ross,I’m Coming Out,78,81,52,72,56,78,68,1,,0.0
1135,Flying Lotus,Never Catch Me (feat. Kendrick Lamar),71,68,54,57,46,67,44,1,,0.0
1136,Guns N’ Roses,Sweet Child O’ Mine,74,81,45,61,60,70,64,1,,0.0
1137,Joy Division,Love Will Tear Us Apart,76,80,47,64,40,66,46,1,,0.0
1138,Massive Attack,Protection,76,81,71,66,66,78,41,1,,0.0
1139,Rage Against the Machine,Killing In the Name,76,79,65,63,40,77,52,1,,0.0
1140,STUTS,夜を使いはたして feat. PUNPEE,74,66,47,62,39,74,66,1,,0.0
1141,The Beatles,Something,74,76,53,53,48,73,65,1,,0.0
1142,The Buggles,Video Killed The Radio Star,76,82,64,61,37,67,71,1,,0.0
1143,The Kinks,Waterloo Sunset,77,82,68,59,36,75,64,1,,0.0
1144,The Rolling Stones,Sympathy For The Devil,76,77,66,68,69,67,41,1,,0.0
1145,tofubeats,水星 (feat. オノマトペ大臣),77,68,70,58,37,74,61,1,,0.0
1146,TOMOO,Cinderella,73,75,67,68,56,75,45,1,2023,1.0
1147,U2,With Or Without You,72,75,41,57,50,77,52,1,,0.0
1148,Vaundy,踊り子,75,76,35,64,66,77,47,1,2021,0.5
1149,エレファントカシマシ,今宵の月のように,75,65,68,66,69,65,76,1,,0.0
1150,キリンジ,愛のCoda,72,71,44,61,45,73,48,1,,0.0
1151,くるり,ワンダーフォーゲル,78,82,72,53,34,75,53,1,,0.0
1152,くるり,琥珀色の街、上海蟹の朝,76,65,64,71,42,78,49,1,,0.0
1153,ゴダイゴ,銀河鉄道999,73,75,70,56,65,67,59,1,,0.0
1154,たま,さよなら人類,76,75,70,68,60,73,69,1,,0.0
1155,宇多田ヒカル,道,73,78,57,53,50,64,50,1,,0.0
1156,細野晴臣,スポーツマン,74,65,67,63,63,67,72,1,,0.0
1157,藤井風,旅路,75,64,52,63,53,69,69,1,2021,0.5
1158,布施明,君は薔薇より美しい,73,75,57,70,37,70,54,1,,0.0
1159,Al Green,Let’s Stay Together,73,70,39,62,46,73,59,1,,0.0
1160,American Football,Never Meant,71,70,44,59,45,75,74,1,,0.0
1161,Bee Gees,How Deep Is Your Love,75,69,72,53,40,78,63,1,,0.0
1162,Blur,Song 2,74,70,65,65,43,66,56,1,,0.0
1163,Dinosaur Jr.,The Wagon,72,73,49,59,38,73,45,1,,0.0
1164,Dr. Dre,Still D.R.E.,74,80,33,61,41,73,66,1,,0.0
1165,George Harrison,My Sweet Lord,75,68,68,54,58,65,60,1,,0.0
1166,Green Day,Basket Case,75,77,71,59,68,64,65,1,,0.0
1167,Kraftwerk,Computer Love,76,79,58,72,55,67,72,1,,0.0
1168,Led Zeppelin,Stairway to Heaven,73,66,55,63,53,71,52,1,,0.0
1169,Mitski,My Love Mine All Mine,73,70,49,62,47,73,71,1,2023,1.0
1170,Mondo Grosso,ラビリンス,75,77,49,73,47,70,58,1,,0.0
1171,New Order,Blue Monday,71,66,56,62,41,63,49,1,,0.0
1172,New Order,Regret,73,67,51,62,62,71,68,1,,0.0
1173,Official髭男dism,アポトーシス,74,74,69,59,35,66,44,1,2021,0.5
1174,Prince,Purple Rain,73,73,66,61,34,64,45,1,,0.0
1175,Ride,Dreams Burn Down,72,62,65,67,40,69,51,1,,0.0
1176,Tahiti 80,Heartbeat,74,79,36,68,63,66,41,1,,0.0
1177,The Band,The Weight,73,61,42,55,64,73,71,1,,0.0
1178,The Brand New Heavies,You Are The Universe,73,68,39,71,61,73,57,1,,0.0
1179,The Killers,Mr. Brightside,73,64,50,55,61,71,43,1,,0.0
1180,The Stone Roses,Elephant Stone,72,73,34,57,65,70,57,1,,0.0
1181,The Style Council,My Ever Changing Moods,73,63,31,65,49,68,70,1,,0.0
1182,Thee Michelle Gun Elephant,ダニー・ゴー,71,65,63,59,51,63,52,1,,0.0
1183,TOTO,Africa,73,63,61,61,42,72,60,1,,0.0
1184,Vulfpeck,Animal Spirits,75,71,51,72,49,66,60,1,,0.0
1185,YELLOW MAGIC ORCHESTRA,PERSPECTIVE,74,68,63,57,62,68,63,1,,0.0
1186,かせきさいだぁ,じゃっ夏なんで,75,76,56,71,57,67,41,1,,0.0
1187,キンモクセイ,二人のアカボシ,73,72,52,54,44,69,66,1,,0.0
1188,スピッツ,チェリー,73,70,66,66,56,72,61,1,,0.0
1189,ペトロールズ,雨,75,73,70,51,59,70,73,1,,0.0
1190,宇多田ヒカル,BADモード,73,67,49,56,36,73,60,1,2022,1.0
1191,宇多田ヒカル,Beautiful World,76,75,67,71,62,74,65,1,,0.0
1192,岡村靖幸,カルアミルク,75,69,66,68,40,66,55,1,,0.0
1193,銀杏BOYZ,駆け抜けて性春,73,78,52,60,48,71,68,1,,0.0
1194,坂本龍一,riot in Lagos,71,63,36,66,38,66,71,1,,0.0
1195,小沢健二,今夜はブギー・バック – nice vocal,74,73,68,66,44,68,41,1,,0.0
1196,松任谷由実,やさしさに包まれたなら,72,63,45,63,45,65,42,1,,0.0
1197,真心ブラザーズ,サマーヌード,73,77,46,69,34,70,46,1,,0.0
1198,中村佳穂,そのいのち,71,77,34,70,64,68,46,1,,0.0
1199,Acid Mothers Temple & The Melting Paraiso U.F.O.,Pink Lady Lemonade,72,70,65,62,62,63,59,1,,0.0
1200,尾崎紀世彦,また逢う日まで,72,61,56,70,61,62,48,1,,0.0
1201,Lady Gaga,Bad Romance,85,70,94,48,56,64,74,1,2009,0.0
1202,Lady Gaga,Poker Face,82,59,96,55,50,60,77,1,2008,0.0
1203,Rihanna,Umbrella,81,70,96,43,58,60,81,1,2007,0.0
1204,Rihanna,We Found Love,81,66,94,54,56,63,82,1,2011,0.0
1205,Beyoncé,Crazy in Love,83,65,95,57,56,67,83,1,2003,0.0
1206,Beyoncé,Single Ladies (Put a Ring on It),83,61,98,50,59,63,83,1,2008,0.0
1207,Bruno Mars,Just the Way You Are,82,70,89,49,65,65,73,1,2010,0.0
1208,Bruno Mars,24K Magic,80,67,90,52,55,58,74,1,2016,0.0
1209,The Weeknd,Blinding Lights,82,72,94,50,56,58,77,1,2019,0.0
1210,The Weeknd,Save Your Tears,77,62,92,45,50,58,74,1,2020,0.5
1211,Dua Lipa,Don't Start Now,79,72,91,43,65,67,76,1,2019,0.0
1212,Dua Lipa,Levitating,80,70,88,44,50,59,76,1,2020,0.5
1213,Ariana Grande,"thank u, next",79,63,91,46,55,66,72,1,2018,0.0
1214,Ariana Grande,Into You,79,73,90,51,65,66,76,1,2016,0.0
1215,Taylor Swift,Shake It Off,83,71,95,57,57,58,73,1,2014,0.0
1216,Taylor Swift,Cruel Summer,78,69,88,56,58,66,82,1,2019,0.0
1217,Katy Perry,Firework,82,68,97,45,61,65,72,1,2010,0.0
1218,Katy Perry,Teenage Dream,82,59,89,53,53,57,82,1,2010,0.0
1219,Ed Sheeran,Shape of You,80,67,98,55,62,68,83,1,2017,0.0
1220,Justin Bieber,Sorry,82,60,89,52,50,57,82,1,2015,0.0
1221,Billie Eilish,bad guy,82,73,91,49,54,58,77,1,2019,0.0
1222,Billie Eilish,BIRDS OF A FEATHER,77,65,91,57,64,66,84,1,2024,1.5
1223,Miley Cyrus,Flowers,80,65,92,43,57,57,77,1,2023,1.0
1224,Adele,Rolling in the Deep,80,71,98,50,54,65,72,1,2010,0.0
1225,Sia,Chandelier,81,63,96,56,54,60,72,1,2014,0.0
1226,Imagine Dragons,Believer,80,67,89,51,64,64,78,1,2017,0.0
1227,OneRepublic,Counting Stars,83,60,95,53,63,58,81,1,2013,0.0
1228,Maroon 5,Sugar,82,71,92,56,56,57,84,1,2014,0.0
1229,Harry Styles,As It Was,81,64,90,44,50,62,78,1,2022,1.0
1230,Olivia Rodrigo,good 4 u,78,62,92,57,55,59,81,1,2021,0.5
1231,Sabrina Carpenter,Espresso,78,67,88,54,54,64,77,1,2024,1.5
1232,Chappell Roan,"Good Luck, Babe!",75,59,82,49,51,63,81,1,2024,1.5
1233,Doja Cat,Say So,79,60,90,52,59,59,78,1,2019,0.0
1234,Post Malone,Circles,79,62,92,51,50,63,83,1,2019,0.0
1235,Lorde,Royals,78,63,88,54,51,66,78,1,2013,0.0
1236,Lizzo,About Damn Time,78,71,85,44,66,58,84,1,2022,1.0
1237,ROSÉ,APT. (with Bruno Mars),78,63,92,53,61,63,74,1,2024,1.5
1238,Gotye,Somebody That I Used to Know (feat. Kimbra),84,64,98,43,51,60,82,1,2011,0.0
1239,Carly Rae Jepsen,Call Me Maybe,82,60,94,57,64,62,77,1,2011,0.0
1240,Pharrell Williams,Happy,84,65,97,55,61,67,74,1,2013,0.0
1241,Avicii,Wake Me Up,83,62,96,61,67,58,84,1,2013,0.0
1242,Avicii,Levels,83,68,96,63,60,55,91,1,2011,0.0
1243,Calvin Harris,Summer,78,64,89,56,63,56,92,1,2014,0.0
1244,Calvin Harris,Feel So Close,78,67,92,55,60,60,82,1,2011,0.0
1245,David Guetta,Titanium (feat. Sia),80,66,95,56,70,63,93,1,2011,0.0
1246,David Guetta,Memories (feat. Kid Cudi),78,75,89,62,65,64,93,1,2010,0.0
1247,Swedish House Mafia,Don't You Worry Child,81,76,94,56,66,61,83,1,2012,0.0
1248,Swedish House Mafia,Save the World,77,74,92,49,67,57,81,1,2011,0.0
1249,Zedd,Clarity (feat. Foxes),81,69,95,50,70,56,90,1,2012,0.0
1250,Zedd,Stay (with Alessia Cara),77,66,90,56,58,56,82,1,2017,0.0
1251,Kygo,Firestone (feat. Conrad Sewell),80,73,91,56,56,62,86,1,2014,0.0
1252,Kygo,Stole the Show (feat. Parson James),80,72,89,59,60,59,93,1,2015,0.0
1253,Martin Garrix,Animals,79,76,96,61,57,59,91,1,2013,0.0
1254,The Chainsmokers,Closer (feat. Halsey),82,68,97,62,61,55,89,1,2016,0.0
1255,The Chainsmokers,Don't Let Me Down (feat. Daya),78,62,91,49,69,54,92,1,2016,0.0
1256,Major Lazer,Lean On (with DJ Snake feat. MØ),80,69,98,54,60,57,88,1,2015,0.0
1257,Clean Bandit,Rather Be (feat. Jess Glynne),81,68,96,56,71,62,87,1,2014,0.0
1258,Alan Walker,Faded,79,66,98,53,55,65,86,1,2015,0.0
1259,DJ Snake,Turn Down for What (with Lil Jon),81,64,88,49,62,60,84,1,2013,0.0
1260,DJ Snake,Let Me Love You (feat. Justin Bieber),80,67,92,62,66,58,88,1,2016,0.0
1261,Tiësto,The Business,76,64,90,61,66,57,87,1,2020,0.5
1262,Tiësto,Red Lights,79,66,86,55,69,54,82,1,2014,0.0
1263,Marshmello,Happier (with Bastille),81,64,89,57,67,58,86,1,2018,0.0
1264,Disclosure,Latch (feat. Sam Smith),78,71,92,63,66,61,89,1,2012,0.0
1265,Disclosure,White Noise (feat. AlunaGeorge),77,67,86,56,57,58,81,1,2013,0.0
1266,deadmau5,Strobe,79,75,84,53,61,56,92,1,2009,0.0
1267,Eric Prydz,Call on Me,81,72,94,53,64,64,85,1,2004,0.0
1268,Fatboy Slim,Praise You,78,72,89,57,55,59,84,1,1998,0.0
1269,LMFAO,Party Rock Anthem,81,63,97,63,62,60,90,1,2011,0.0
1270,Galantis,Runaway (U & I),80,72,92,59,58,61,86,1,2014,0.0
1271,BLACKPINK,DDU-DU DDU-DU,85,61,95,52,63,54,93,1,2018,0.0
1272,BLACKPINK,How You Like That,81,59,89,46,73,60,88,1,2020,0.5
1273,BTS,Dynamite,82,65,96,50,61,61,86,1,2020,0.5
1274,BTS,DNA,82,64,90,55,60,56,89,1,2017,0.0
1275,TWICE,TT,86,65,97,41,76,59,83,1,2016,0.0
1276,TWICE,FANCY,79,63,89,42,66,60,82,1,2019,0.0
1277,aespa,Next Level,81,71,89,46,68,63,93,1,2021,0.5
1278,aespa,Supernova,81,70,90,41,66,57,84,1,2024,1.5
1279,IVE,LOVE DIVE,80,60,88,48,65,59,94,1,2022,1.0
1280,IVE,I AM,81,71,89,47,76,58,87,1,2023,1.0
1281,LE SSERAFIM,ANTIFRAGILE,78,63,88,53,61,59,87,1,2022,1.0
1282,LE SSERAFIM,EASY,76,59,83,41,72,57,91,1,2024,1.5
1283,Stray Kids,God's Menu,77,70,92,51,64,61,82,1,2020,0.5
1284,Stray Kids,MANIAC,81,62,90,41,69,63,83,1,2022,1.0
1285,SEVENTEEN,VERY NICE,78,71,89,48,73,55,86,1,2016,0.0
1286,SEVENTEEN,Super,80,70,91,49,66,59,84,1,2023,1.0
1287,EXO,Growl,82,67,98,43,75,62,87,1,2013,0.0
1288,BIGBANG,FANTASTIC BABY,84,66,98,47,74,58,83,1,2012,0.0
1289,2NE1,I AM THE BEST,84,69,96,41,67,59,85,1,2011,0.0
1290,Girls' Generation,Gee,80,67,97,43,75,54,85,1,2009,0.0
1291,KARA,Mister,81,69,98,55,65,57,86,1,2009,0.0
1292,PSY,Gangnam Style,80,69,95,41,66,61,88,1,2012,0.0
1293,IU,Good Day,82,61,90,44,74,59,83,1,2010,0.0
1294,Red Velvet,Red Flavor,80,64,88,48,75,53,94,1,2017,0.0
1295,SHINee,Ring Ding Dong,81,65,91,51,66,58,89,1,2009,0.0
1296,Super Junior,"Sorry, Sorry",78,64,91,42,73,62,94,1,2009,0.0
1297,Wonder Girls,Nobody,78,57,90,49,60,58,82,1,2008,0.0
1298,NCT 127,Kick It,80,61,90,48,69,55,93,1,2020,0.5
1299,G-DRAGON,Crooked,80,57,92,41,63,59,94,1,2013,0.0
1300,TAEYANG,"EYES, NOSE, LIPS",79,69,91,43,63,60,92,1,2014,0.0
1301,爆風スランプ,旅人よ ～The Longest Journey～,76,82,72,80,55,68,72,1,1996,0.0
1302,爆風スランプ,さよなら文明,72,68,68,78,68,62,79,1,1992,0.0
1303,爆風スランプ,神話,70,78,62,77,65,61,80,1,1995,0.0
1304,爆風スランプ,よしおと爆風の、ええじゃないか盆踊り～武道館で編,66,67,48,88,80,52,92,1,2026,2.5
1305,鼓童,凰（おおとり）,80,80,40,94,81,55,90,1,2025,2.0
1306,鼓童,族,81,80,55,74,72,61,80,1,1989,0.0
1307,鼓童,彩,82,75,50,76,68,60,78,1,1990,0.0
1308,鼓童,屋台囃子,77,82,53,80,70,62,81,1,1989,0.0
1309,Red Hot Chili Peppers,Under the Bridge,81,84,85,50,49,60,76,1,,0.0
1310,Red Hot Chili Peppers,Californication,77,68,90,51,48,68,78,1,,0.0
1311,Red Hot Chili Peppers,Scar Tissue,74,71,81,63,62,65,77,1,,0.0
1312,U2,One,80,68,84,57,55,65,76,1,,0.0
1313,U2,Where the Streets Have No Name,75,66,71,62,59,62,78,1,,0.0
1314,U2,Beautiful Day,79,73,93,62,63,66,69,1,,0.0
1315,Nirvana,Come As You Are,79,74,84,58,56,70,76,1,,0.0
1316,Nirvana,Heart-Shaped Box,79,76,76,58,49,67,80,1,,0.0
1317,Nirvana,Lithium,77,67,89,63,61,65,74,1,,0.0
1318,Pearl Jam,Alive,79,68,90,48,61,68,75,1,,0.0
1319,Pearl Jam,Jeremy,73,76,73,51,56,55,75,1,,0.0
1320,Pearl Jam,Better Man,79,65,84,49,58,60,82,1,,0.0
1321,Foo Fighters,Everlong,77,70,91,62,62,69,80,1,,0.0
1322,Foo Fighters,Learn to Fly,74,74,79,61,49,66,78,1,,0.0
1323,Foo Fighters,Best of You,73,70,70,52,58,58,73,1,,0.0
1324,Green Day,Good Riddance (Time of Your Life),77,77,69,58,61,60,77,1,,0.0
1325,Green Day,American Idiot,80,65,84,52,47,65,68,1,,0.0
1326,Green Day,Boulevard of Broken Dreams,76,76,93,49,54,63,71,1,,0.0
1327,Weezer,Buddy Holly,78,82,90,59,53,68,78,1,,0.0
1328,Weezer,Say It Ain't So,80,69,86,57,53,59,75,1,,0.0
1329,Weezer,Island in the Sun,73,77,70,51,51,62,73,1,,0.0
1330,Beck,Loser,81,69,87,54,48,60,73,1,,0.0
1331,Beck,Where It's At,75,69,70,56,60,55,78,1,,0.0
1332,R.E.M.,Everybody Hurts,79,82,85,52,55,69,71,1,,0.0
1333,R.E.M.,Man on the Moon,76,84,88,61,53,65,79,1,,0.0
1334,R.E.M.,"What's the Frequency, Kenneth?",75,83,69,57,51,62,74,1,,0.0
1335,Coldplay,The Scientist,81,68,86,50,47,61,78,1,,0.0
1336,Coldplay,Clocks,77,75,89,48,48,68,70,1,,0.0
1337,Coldplay,Fix You,77,68,86,61,48,70,74,1,,0.0
1338,Coldplay,In My Place,79,75,76,61,50,58,74,1,,0.0
1339,Blur,Girls & Boys,76,79,89,62,49,68,70,1,,0.0
1340,Blur,Beetlebum,75,79,76,63,61,57,79,1,,0.0
1341,Pulp,Disco 2000,78,72,94,59,63,70,77,1,,0.0
1342,Suede,Animal Nitrate,75,65,72,49,57,61,73,1,,0.0
1343,The Verve,The Drugs Don't Work,77,80,89,52,48,62,72,1,,0.0
1344,The Cranberries,Linger,81,74,88,58,47,67,79,1,,0.0
1345,The Cranberries,Zombie,76,84,88,50,47,70,75,1,,0.0
1346,Garbage,Stupid Girl,79,68,86,64,53,59,72,1,,0.0
1347,Garbage,Only Happy When It Rains,78,80,70,57,61,61,80,1,,0.0
1348,No Doubt,Don't Speak,79,73,89,64,53,63,75,1,,0.0
1349,No Doubt,Just a Girl,78,82,85,51,60,67,82,1,,0.0
1350,Alanis Morissette,You Oughta Know,77,72,82,52,49,59,76,1,,0.0
1351,Alanis Morissette,Ironic,78,68,85,54,61,69,73,1,,0.0
1352,Manic Street Preachers,A Design for Life,74,71,83,52,47,64,81,1,,0.0
1353,Manic Street Preachers,If You Tolerate This Your Children Will Be Next,73,77,74,48,60,64,73,1,,0.0
1354,The Strokes,Last Nite,79,69,86,60,54,65,69,1,,0.0
1355,The Strokes,Someday,78,84,86,56,47,66,77,1,,0.0
1356,The Strokes,Reptilia,80,73,79,52,55,67,72,1,,0.0
1357,The White Stripes,Seven Nation Army,79,73,90,54,49,66,70,1,,0.0
1358,The White Stripes,Fell in Love with a Girl,77,77,75,62,54,56,74,1,,0.0
1359,Franz Ferdinand,Take Me Out,81,79,89,59,51,62,80,1,,0.0
1360,Franz Ferdinand,Do You Want To,73,80,71,63,48,62,78,1,,0.0
1361,Arctic Monkeys,I Bet You Look Good on the Dancefloor,76,72,78,51,63,62,78,1,,0.0
1362,Arctic Monkeys,Fluorescent Adolescent,75,76,77,49,47,61,82,1,,0.0
1363,Arctic Monkeys,Do I Wanna Know?,77,64,91,53,60,63,77,1,,0.0
1364,Linkin Park,In the End,79,82,90,58,54,64,79,1,,0.0
1365,Linkin Park,Numb,78,79,90,50,55,66,77,1,,0.0
1366,Linkin Park,Somewhere I Belong,78,73,84,64,57,61,76,1,,0.0
1367,Muse,Time Is Running Out,74,78,85,53,48,58,80,1,,0.0
1368,Muse,Starlight,80,66,86,59,61,64,75,1,,0.0
1369,Muse,Plug In Baby,77,73,70,56,62,64,82,1,,0.0
1370,The Killers,Somebody Told Me,77,81,90,51,56,70,71,1,,0.0
1371,The Killers,When You Were Young,74,74,80,57,58,60,78,1,,0.0
1372,Primal Scream,Loaded,74,71,69,63,53,55,74,1,,0.0
1373,Primal Scream,Movin' on Up,74,78,86,50,56,63,79,1,,0.0
1374,Primal Scream,Rocks,72,67,72,52,57,60,79,1,,0.0
1375,Soundgarden,Black Hole Sun,79,66,86,63,60,61,74,1,,0.0
1376,Alice in Chains,Would?,74,69,78,52,55,58,82,1,,0.0
1377,Rage Against the Machine,Bulls on Parade,79,65,92,56,53,68,80,1,,0.0
1378,The Offspring,The Kids Aren't Alright,78,83,70,64,60,55,78,1,,0.0
1379,Blink-182,All the Small Things,77,64,89,52,55,65,68,1,,0.0
1380,Blink-182,What's My Age Again?,75,70,77,61,52,64,76,1,,0.0
1381,Metallica,Enter Sandman,78,65,91,52,53,68,80,1,,0.0
1382,Metallica,Nothing Else Matters,81,75,93,49,55,61,75,1,,0.0
1383,Bon Jovi,It's My Life,79,79,84,51,59,67,68,1,,0.0
1384,Fishmans,LONG SEASON,75,92,55,74,72,62,76,1,,0.0
1385,Fishmans,頼りない天使,70,88,44,72,65,60,81,1,,0.0
1386,Fishmans,新しい人,68,84,40,70,68,58,84,1,,0.0
1387,Fishmans,Go Go Round This World!,71,86,48,73,66,60,82,1,,0.0
1388,Fishmans,すばらしくてNICE CHOICE,69,83,42,71,70,57,86,1,,0.0
1389,Fishmans,ひこうき,68,82,40,68,63,58,85,1,,0.0
1390,SUPER BUTTER DOG,コミュニケーション・ブレイクダンス,76,83,65,65,41,68,63,1,,0.0
1391,SUPER BUTTER DOG,FUNKYウーロン茶,75,83,64,63,39,67,64,1,,0.0
1392,SUPER BUTTER DOG,まわれダイヤル,74,82,63,63,39,67,65,1,,0.0
1393,SUPER BUTTER DOG,外出中,73,82,62,65,40,66,67,1,,0.0
1394,GOING STEADY,BABY BABY,78,91,68,71,48,77,67,1,,0.0
1395,GOING STEADY,銀河鉄道の夜,77,92,64,73,53,76,69,1,,0.0
1396,GOING STEADY,東京少年,72,85,52,68,53,69,71,1,,0.0
1397,GOING STEADY,もしも君が泣くならば,73,87,59,69,52,73,69,1,,0.0
1398,GOING STEADY,童貞ソー・ヤング,73,88,58,66,60,69,76,1,,0.0
1399,フジファブリック,桜の季節,77,87,63,71,44,75,58,1,,0.0
1400,フジファブリック,銀河,76,79,59,69,53,72,62,1,,0.0
1401,フジファブリック,虹,74,73,66,63,43,70,59,1,,0.0
1402,フジファブリック,花屋の娘,70,82,44,70,49,67,65,1,,0.0
1403,NUMBER GIRL,DESTRUCTION BABY,73,79,45,67,52,72,52,1,,0.0
1404,NUMBER GIRL,TATTOOあり,72,78,44,67,50,71,52,1,,0.0
1405,NUMBER GIRL,NUM-AMI-DABUTZ,71,78,43,66,50,71,54,1,,0.0
1406,SUPERCAR,PLANET,72,82,52,70,45,69,58,1,,0.0
1407,SUPERCAR,Sunday People,71,81,51,72,45,68,59,1,,0.0
1408,SUPERCAR,Drive,70,81,50,71,44,67,60,1,,0.0
1409,SUPERCAR,My Girl,69,80,49,71,44,67,60,1,,0.0
1410,eastern youth,砂塵の彼方へ,68,74,45,62,42,66,56,1,,0.0
1411,eastern youth,踵鳴る,67,74,44,62,43,65,56,1,,0.0
1412,eastern youth,静寂が燃える,67,73,43,63,41,64,56,1,,0.0
1413,bloodthirsty butchers,ファウスト,71,83,49,66,43,70,57,1,,0.0
1414,bloodthirsty butchers,襟がゆれてる。,70,83,48,66,44,69,58,1,,0.0
1415,HUSKING BEE,WALK,72,76,45,66,45,69,57,1,,0.0
1416,HUSKING BEE,8.6,72,75,44,65,46,67,58,1,,0.0
1417,HUSKING BEE,新利の風,71,75,43,65,45,67,59,1,,0.0
1418,HUSKING BEE,BY CHANCE,70,75,42,67,44,67,61,1,,0.0
1419,HUSKING BEE,欠けボタンの浜,70,75,41,66,44,66,61,1,,0.0
1420,Hi-STANDARD,MY FIRST KISS,76,79,49,70,44,71,44,1,,0.0
1421,Hi-STANDARD,BRAND NEW SUNSET,75,79,48,70,43,70,47,1,,0.0
1422,Hi-STANDARD,DEAR MY FRIEND,74,78,47,69,43,69,47,1,,0.0
1423,Hi-STANDARD,NEW LIFE,73,78,46,69,43,69,47,1,,0.0
1424,BRAHMAN,SEE OFF,74,80,52,63,45,71,60,1,,0.0
1425,BRAHMAN,DEEP,72,79,51,63,47,69,60,1,,0.0
1426,BRAHMAN,ARRIVAL TIME,72,79,50,64,47,69,63,1,,0.0
1427,BRAHMAN,ANSWER FOR...,71,79,49,63,47,69,64,1,,0.0
1428,BACK DROP BOMB,REMIND ME,72,75,42,64,55,65,68,1,,0.0
1429,BACK DROP BOMB,FLOW,72,75,41,65,55,65,69,1,,0.0
1430,BACK DROP BOMB,BLAZIN',71,74,40,65,57,64,70,1,,0.0
1431,BACK DROP BOMB,SIGH,70,73,39,63,57,63,73,1,,0.0
1432,SNAIL RAMP,MIND YOUR STEP!,72,73,57,65,50,67,63,1,,0.0
1433,SNAIL RAMP,B.M.W.,70,73,56,65,49,65,66,1,,0.0
1434,SNAIL RAMP,HOTARU NO HIKARI,70,72,55,63,48,65,66,1,,0.0
1435,PENPALS,Tell Me Why,70,72,44,63,44,65,61,1,,0.0
1436,PENPALS,Cars,70,71,43,63,43,65,60,1,,0.0
1437,PENPALS,Right Now,69,71,42,62,44,64,61,1,,0.0
1438,BEAT CRUSADERS,JAPANESE GIRL,72,82,47,63,47,72,57,1,,0.0
